avg_brightness,contrast,sharpness,category
0.3839015,0.26015276,0.07916886,hotdog
0.45125857,0.23513149,0.0617065,hotdog
0.56640196,0.26054993,0.060184553,hotdog
0.40733132,0.22916539,0.05682999,hotdog
0.7531268,0.27461684,0.050123215,hotdog
0.33644,0.23393993,0.053836875,hotdog
0.538439,0.3052655,0.11264139,hotdog
0.37847725,0.17327574,0.053772535,hotdog
0.4353834,0.1533963,0.026249308,hotdog
0.45582652,0.24514568,0.06735913,hotdog
0.31325653,0.18838006,0.056977134,hotdog
0.396427,0.23096678,0.07421303,hotdog
0.3785052,0.19055773,0.0327889,hotdog
0.48625532,0.2333036,0.04772277,hotdog
0.56117463,0.23612267,0.053417806,hotdog
0.4834768,0.19097486,0.03919868,hotdog
0.35857034,0.30356258,0.1116792,hotdog
0.62618536,0.30294675,0.065692514,hotdog
0.42379245,0.29352394,0.09451657,hotdog
0.15724204,0.234366,0.025981495,hotdog
0.5106443,0.20251334,0.053751547,hotdog
0.302007,0.2572079,0.09272106,hotdog
0.59929377,0.24371214,0.044860736,hotdog
0.38042727,0.2890309,0.06687245,hotdog
0.4834768,0.19097486,0.03919868,hotdog
0.5454175,0.2120469,0.04185617,hotdog
0.43309203,0.3068398,0.09081977,hotdog
0.49508777,0.3365799,0.05294794,hotdog
0.46961424,0.242234,0.04490977,hotdog
0.4408654,0.2385756,0.06816379,hotdog
0.3700323,0.32155815,0.045499355,hotdog
0.42940795,0.24596325,0.042547747,hotdog
0.67073447,0.3308885,0.059300646,hotdog
0.33464226,0.169429,0.04567961,hotdog
0.44627392,0.32579178,0.11529133,hotdog
0.73190975,0.27270666,0.050642677,hotdog
0.47398856,0.2376956,0.060776785,hotdog
0.5942535,0.25802675,0.047434025,hotdog
0.5692504,0.22576626,0.057542138,hotdog
0.35789302,0.23725876,0.06360153,hotdog
0.4729735,0.23740509,0.052534353,hotdog
0.29956284,0.3299182,0.03406311,hotdog
0.49819398,0.2734509,0.078457974,hotdog
0.31598076,0.31104982,0.086109065,hotdog
0.60977674,0.22415374,0.06474987,hotdog
0.32911453,0.20309438,0.06352627,hotdog
0.3687661,0.30268618,0.04975304,hotdog
0.5561736,0.18485025,0.031062625,hotdog
0.50147635,0.23914705,0.08559817,hotdog
0.45061028,0.25619543,0.07378551,hotdog
0.4469119,0.2045478,0.034880098,hotdog
0.55139166,0.32260922,0.079681195,hotdog
0.4289799,0.2915084,0.073220596,hotdog
0.2763472,0.25231922,0.04729327,hotdog
0.2983732,0.24081008,0.042762473,hotdog
0.35973194,0.25430343,0.08711043,hotdog
0.49314773,0.26190993,0.041128412,hotdog
0.4760306,0.23701796,0.06040403,hotdog
0.43061826,0.18636982,0.058644276,hotdog
0.43973055,0.2985931,0.10565016,hotdog
0.36772642,0.18151678,0.0404914,hotdog
0.5473222,0.32166973,0.09439198,hotdog
0.5697115,0.29050216,0.0748243,hotdog
0.38217583,0.21107668,0.04324914,hotdog
0.43129134,0.23224588,0.041384883,hotdog
0.5134092,0.24750109,0.04504619,hotdog
0.31775692,0.26711813,0.09900421,hotdog
0.46889356,0.28989738,0.087942526,hotdog
0.4823039,0.2434043,0.06733959,hotdog
0.38995704,0.27818117,0.05401356,hotdog
0.4869322,0.26245105,0.049070314,hotdog
0.47227228,0.18479197,0.07206863,hotdog
0.4306654,0.26692888,0.038834795,hotdog
0.43889093,0.21951291,0.06755063,hotdog
0.5325652,0.24479371,0.07077953,hotdog
0.4949212,0.24379233,0.08661753,hotdog
0.45912203,0.28831428,0.040472955,hotdog
0.3811077,0.29047537,0.06888687,hotdog
0.45363057,0.25298297,0.060118668,hotdog
0.43998742,0.31350696,0.07975561,hotdog
0.44884396,0.2777164,0.07486557,hotdog
0.61002094,0.33336347,0.08963976,hotdog
0.6658121,0.23417945,0.06709678,hotdog
0.43646178,0.30729416,0.038986385,hotdog
0.71755433,0.2666801,0.074910484,hotdog
0.50535446,0.18172649,0.030376663,hotdog
0.46971035,0.17597328,0.039469335,hotdog
0.55616325,0.2541408,0.06080229,hotdog
0.27530256,0.249885,0.031840593,hotdog
0.5068403,0.30498508,0.07220605,hotdog
0.3513637,0.18942527,0.051638003,hotdog
0.42734018,0.2713965,0.07315385,hotdog
0.6608469,0.2847183,0.077257074,hotdog
0.34534928,0.19757494,0.06178277,hotdog
0.47771117,0.37708697,0.04974562,hotdog
0.45332155,0.21585642,0.048255425,hotdog
0.51051325,0.35704172,0.07565638,hotdog
0.40583053,0.264136,0.047548965,hotdog
0.30998984,0.22220516,0.0440368,hotdog
0.55203146,0.255341,0.060384195,hotdog
0.11688703,0.17938079,0.028959295,hotdog
0.47661316,0.23198502,0.06974399,hotdog
0.5113075,0.32571873,0.053862546,hotdog
0.52511615,0.274994,0.070006326,hotdog
0.3038051,0.21055044,0.07013141,hotdog
0.49213195,0.2613008,0.080162495,hotdog
0.34148583,0.22804135,0.0521274,hotdog
0.45620933,0.20128368,0.07434122,hotdog
0.3885512,0.20365961,0.04999022,hotdog
0.23596263,0.2719279,0.018576484,hotdog
0.26062658,0.20437685,0.03334292,hotdog
0.53303146,0.27198786,0.07068586,hotdog
0.37847725,0.17327574,0.053772535,hotdog
0.37073758,0.3179877,0.08121021,hotdog
0.42458382,0.3026466,0.06219318,hotdog
0.42925146,0.1785701,0.04932835,hotdog
0.30762327,0.19174908,0.06190616,hotdog
0.52529925,0.2618109,0.042631608,hotdog
0.52403814,0.29629958,0.059788074,hotdog
0.32541862,0.21895118,0.046049364,hotdog
0.44894674,0.2428289,0.051803917,hotdog
0.4374837,0.2432828,0.06333957,hotdog
0.48610905,0.24145953,0.040210094,hotdog
0.52281445,0.22187003,0.04275829,hotdog
0.33368266,0.23507877,0.09191185,hotdog
0.6258798,0.28494763,0.08646071,hotdog
0.44172537,0.26532763,0.060036268,hotdog
0.398641,0.29858804,0.063972004,hotdog
0.44019482,0.3220309,0.0602145,hotdog
0.49727258,0.29107916,0.059357908,hotdog
0.36880872,0.27704167,0.08700875,hotdog
0.4692177,0.23546626,0.055068262,hotdog
0.542098,0.22818162,0.056331024,hotdog
0.47671196,0.2691701,0.06524249,hotdog
0.4804323,0.26058358,0.054821026,hotdog
0.36306146,0.32439548,0.04117116,hotdog
0.15724204,0.234366,0.025981495,hotdog
0.37300023,0.23431899,0.050466552,hotdog
0.2919422,0.23711535,0.06927726,hotdog
0.307632,0.1917874,0.06193242,hotdog
0.504895,0.3195463,0.11792551,hotdog
0.44159767,0.26373443,0.05440189,hotdog
0.450713,0.2513875,0.06972499,hotdog
0.53383654,0.32448682,0.058688506,hotdog
0.46301183,0.23788977,0.06873807,hotdog
0.4994136,0.25517765,0.050923716,hotdog
0.71334916,0.2866735,0.04362913,hotdog
0.881635,0.23947106,0.02535915,hotdog
0.4622337,0.28119135,0.07891412,hotdog
0.3152323,0.18675971,0.055490807,hotdog
0.39756393,0.23869812,0.08066242,hotdog
0.66995496,0.31888846,0.073111795,hotdog
0.42595902,0.39687577,0.044381518,hotdog
0.7322605,0.32135412,0.05545766,hotdog
0.39816546,0.21884307,0.066346414,hotdog
0.27393976,0.28738287,0.036354735,hotdog
0.27775863,0.28723124,0.09337378,hotdog
0.48396716,0.27311006,0.06319366,hotdog
0.5236886,0.2540804,0.04864958,hotdog
0.39708725,0.23957686,0.08545278,hotdog
0.5311288,0.24519481,0.0511257,hotdog
0.3962989,0.2740463,0.08963671,hotdog
0.30861977,0.20558652,0.03454626,hotdog
0.5360983,0.21628354,0.048294846,hotdog
0.529984,0.18674055,0.057404142,hotdog
0.5970342,0.19174372,0.050533038,hotdog
0.49099445,0.27774692,0.038761485,hotdog
0.59999317,0.264635,0.063050434,hotdog
0.46709633,0.29689482,0.04877458,hotdog
0.38221636,0.23136806,0.08434193,hotdog
0.6141365,0.24044245,0.046547126,hotdog
0.33039296,0.2486188,0.077379465,hotdog
0.54219294,0.19334418,0.05002845,hotdog
0.5865937,0.24700598,0.053580794,hotdog
0.8049285,0.27426818,0.042060032,hotdog
0.36490384,0.18067376,0.032759912,hotdog
0.7276335,0.2589769,0.054050803,hotdog
0.59643644,0.23720084,0.052943204,hotdog
0.42695057,0.26151776,0.0654327,hotdog
0.4058365,0.26470926,0.073019266,hotdog
0.52853054,0.2798686,0.030671762,hotdog
0.38504457,0.26506084,0.08772737,hotdog
0.29018626,0.21593955,0.041275594,hotdog
0.5126058,0.28691158,0.079179734,hotdog
0.42117122,0.16723293,0.027634103,hotdog
0.43373108,0.32547268,0.03944157,hotdog
0.46029064,0.23453456,0.06836935,hotdog
0.4261622,0.30993614,0.046766117,hotdog
0.39281335,0.21098235,0.033733457,hotdog
0.37848353,0.1732899,0.053781297,hotdog
0.58423644,0.28616434,0.08716874,hotdog
0.36287022,0.28580734,0.072041646,hotdog
0.26069036,0.32007083,0.04520838,hotdog
0.36795616,0.21609937,0.027932309,hotdog
0.5350153,0.20173563,0.053780273,hotdog
0.51608604,0.25957707,0.07751557,hotdog
0.5274138,0.2265277,0.055707157,hotdog
0.4678129,0.25918958,0.073372245,hotdog
0.5202367,0.215208,0.04985309,hotdog
0.3789722,0.1987943,0.034382198,hotdog
0.3605713,0.26205134,0.053465627,hotdog
0.3870149,0.24903615,0.071512565,hotdog
0.43061826,0.18636982,0.058644276,hotdog
0.37471485,0.30458972,0.034254447,hotdog
0.32306924,0.23993243,0.0611071,hotdog
0.36293402,0.29783744,0.052591093,hotdog
0.39635858,0.2808427,0.04964134,hotdog
0.72886175,0.27696902,0.064742975,hotdog
0.4849287,0.26849425,0.08216062,hotdog
0.34317186,0.17832798,0.0485685,hotdog
0.52346855,0.18258354,0.052706525,hotdog
0.25073218,0.19306374,0.043530542,hotdog
0.476879,0.27702975,0.080650195,hotdog
0.4802266,0.20539716,0.0659389,hotdog
0.29406175,0.2727929,0.07349685,hotdog
0.40733132,0.22916539,0.05682999,hotdog
0.18035012,0.09481397,0.021367677,hotdog
0.5437889,0.22788028,0.055611074,hotdog
0.53391045,0.28756094,0.08640677,hotdog
0.36877918,0.26574942,0.07699515,hotdog
0.4510211,0.24276975,0.06229971,hotdog
0.23945259,0.109852195,0.03025652,hotdog
0.35499147,0.24203412,0.054926332,hotdog
0.42774448,0.2852833,0.08746637,hotdog
0.4949212,0.24379233,0.08661753,hotdog
0.8059843,0.25150508,0.033966355,hotdog
0.4067261,0.32331377,0.045459397,hotdog
0.4052333,0.22124286,0.054018825,hotdog
0.4802266,0.20539716,0.0659389,hotdog
0.5444705,0.3497394,0.071518086,hotdog
0.3983176,0.21266074,0.068012424,hotdog
0.3101845,0.2808244,0.054523334,hotdog
0.4756653,0.20623608,0.05643334,hotdog
0.5267485,0.24917965,0.058741406,hotdog
0.4840095,0.3066251,0.07047377,hotdog
0.5060892,0.22556815,0.063181624,hotdog
0.32780412,0.25496572,0.03731033,hotdog
0.41536215,0.24630517,0.05367901,hotdog
0.5157097,0.23578186,0.059365086,hotdog
0.44019458,0.250351,0.0598815,hotdog
0.48332092,0.15903963,0.027194448,hotdog
0.4012836,0.2866874,0.057887033,hotdog
0.4500462,0.255848,0.04506945,hotdog
0.37384894,0.21433872,0.072889045,hotdog
0.4489282,0.23226945,0.06506423,hotdog
0.46189705,0.19678484,0.045224234,hotdog
0.44996288,0.19863106,0.06259667,hotdog
0.22244404,0.17832434,0.02083751,hotdog
0.6399676,0.308609,0.036648314,hotdog
0.53303146,0.27198786,0.07068586,hotdog
0.298504,0.22218272,0.058216862,hotdog
0.31793937,0.27915913,0.07342317,hotdog
0.4997894,0.24096398,0.04195546,hotdog
0.4831492,0.25749573,0.04064843,hotdog
0.8490986,0.2201773,0.04965527,hotdog
0.58079416,0.26695752,0.04592326,hotdog
0.40438676,0.29148397,0.07029125,hotdog
0.3039606,0.24653657,0.05643879,hotdog
0.5230925,0.31236482,0.04120981,hotdog
0.4258132,0.18924943,0.040639266,hotdog
0.4252932,0.17649285,0.045801364,hotdog
0.51620835,0.3299483,0.0606821,hotdog
0.4023143,0.19907822,0.0544505,hotdog
0.43428805,0.2533732,0.032631516,hotdog
0.4768794,0.26319262,0.092089124,hotdog
0.4826624,0.26619345,0.053188972,hotdog
0.48600554,0.2012633,0.048605196,hotdog
0.46914002,0.19793858,0.027884785,hotdog
0.30361584,0.21186376,0.054834366,hotdog
0.35996214,0.30169815,0.03727918,hotdog
0.3994052,0.21097134,0.031204658,hotdog
0.4810498,0.2853809,0.06330078,hotdog
0.46113884,0.20980158,0.04131308,hotdog
0.44480523,0.20973605,0.055248864,hotdog
0.49760672,0.26306957,0.045714732,hotdog
0.5289009,0.20495406,0.050691172,hotdog
0.30998984,0.22220516,0.0440368,hotdog
0.4090477,0.399571,0.04276695,hotdog
0.45205212,0.23815279,0.059822805,hotdog
0.50535446,0.18172649,0.030376663,hotdog
0.33464226,0.169429,0.04567961,hotdog
0.41104448,0.24654116,0.08353253,hotdog
0.45065185,0.16214737,0.039927937,hotdog
0.5460054,0.24442437,0.050730772,hotdog
0.22165114,0.19421095,0.04351491,hotdog
0.56709516,0.26384002,0.059670433,hotdog
0.4091208,0.20023525,0.060998872,hotdog
0.47781512,0.28009352,0.04172361,hotdog
0.38054767,0.3029762,0.09191206,hotdog
0.66995496,0.31888846,0.073111795,hotdog
0.36746004,0.23434782,0.06272752,hotdog
0.4074501,0.25409254,0.10330602,hotdog
0.50941384,0.30431336,0.045736477,hotdog
0.45948613,0.24376558,0.053385172,hotdog
0.57101995,0.2474782,0.03773643,hotdog
0.40438676,0.29148397,0.07029125,hotdog
0.4361519,0.23513404,0.06336871,hotdog
0.5157097,0.23578186,0.059365086,hotdog
0.6141365,0.24044245,0.046547126,hotdog
0.5593205,0.28170833,0.04012645,hotdog
0.37710944,0.23624901,0.06552151,hotdog
0.48204756,0.22366503,0.056605265,hotdog
0.51198435,0.32899532,0.06315372,hotdog
0.43626547,0.2151149,0.05855549,hotdog
0.50323313,0.20705971,0.05281108,hotdog
0.45528054,0.28642517,0.06767928,hotdog
0.4357667,0.22567317,0.031205015,hotdog
0.44856748,0.22934864,0.050678346,hotdog
0.53820586,0.2892287,0.07671419,hotdog
0.4645402,0.2147874,0.05472501,hotdog
0.41539028,0.2686112,0.05589779,hotdog
0.5586373,0.27730706,0.06400538,hotdog
0.47874472,0.25324658,0.05986568,hotdog
0.5603141,0.3966926,0.14971584,hotdog
0.53944176,0.2223635,0.05498198,hotdog
0.52597755,0.28422654,0.055424105,hotdog
0.28283158,0.20367953,0.057282977,hotdog
0.4777299,0.36406595,0.08233466,hotdog
0.39482167,0.30347544,0.08251849,hotdog
0.60977674,0.22415374,0.06474987,hotdog
0.4211521,0.2553426,0.042531118,hotdog
0.6255741,0.2670481,0.058804147,hotdog
0.5095708,0.22346461,0.053399473,hotdog
0.27240005,0.22778706,0.065885104,hotdog
0.49069855,0.26361814,0.047718447,hotdog
0.47227228,0.18479197,0.07206863,hotdog
0.3789492,0.23637633,0.06521268,hotdog
0.42756453,0.3772288,0.04315395,hotdog
0.52403814,0.29629958,0.059788074,hotdog
0.60538,0.30543676,0.043614104,hotdog
0.5806357,0.25913385,0.08432266,hotdog
0.49857926,0.23049895,0.05928999,hotdog
0.43388245,0.25480807,0.052933283,hotdog
0.39670458,0.20920703,0.04828179,hotdog
0.4310141,0.30536503,0.05186768,hotdog
0.42655852,0.26843056,0.080532186,hotdog
0.5186227,0.2535329,0.07746999,hotdog
0.46914002,0.19793858,0.027884785,hotdog
0.58064437,0.25902125,0.08427531,hotdog
0.50503737,0.23959036,0.07963296,hotdog
0.3986133,0.2637326,0.06960424,hotdog
0.4443244,0.31539682,0.06586154,hotdog
0.5460745,0.29249948,0.06547466,hotdog
0.47563305,0.20511797,0.04789836,hotdog
0.51461446,0.32416093,0.07482633,hotdog
0.29956284,0.3299182,0.03406311,hotdog
0.3915513,0.29712665,0.07743789,hotdog
0.4920505,0.20730723,0.051271338,hotdog
0.56117463,0.23612267,0.053417806,hotdog
0.5311288,0.24519481,0.0511257,hotdog
0.44926167,0.1998152,0.061710324,hotdog
0.30688605,0.2685744,0.04850582,hotdog
0.41018185,0.20757492,0.049363323,hotdog
0.22232437,0.25080967,0.025441088,hotdog
0.4222772,0.20329766,0.05191354,hotdog
0.47338557,0.18896383,0.034412093,hotdog
0.16761859,0.22408713,0.0250138,hotdog
0.33353683,0.22419256,0.053495836,hotdog
0.36648586,0.2808556,0.04683265,hotdog
0.4379735,0.17447324,0.060484786,hotdog
0.39608216,0.20444795,0.05751328,hotdog
0.36777353,0.23971052,0.037611604,hotdog
0.5137458,0.25007248,0.07330041,hotdog
0.41367805,0.25190297,0.064517215,hotdog
0.21553318,0.263466,0.04142682,hotdog
0.40650403,0.30354932,0.07009243,hotdog
0.5849512,0.24385066,0.05121809,hotdog
0.49984965,0.1752939,0.033057265,hotdog
0.32655388,0.22490977,0.046254277,hotdog
0.56148714,0.33694124,0.06672147,hotdog
0.46997392,0.21684512,0.049344722,hotdog
0.39856026,0.25630605,0.08745384,hotdog
0.4921972,0.2644611,0.06935055,hotdog
0.57794476,0.22683133,0.053341012,hotdog
0.49288628,0.34591424,0.087620445,hotdog
0.5018273,0.2183956,0.040601432,hotdog
0.34486637,0.19331264,0.042774707,hotdog
0.52853054,0.2798686,0.030671762,hotdog
0.5473212,0.26028323,0.07261437,hotdog
0.383965,0.22251807,0.05921797,hotdog
0.5225966,0.27184257,0.04352744,hotdog
0.48176256,0.24434857,0.06194601,hotdog
0.5577841,0.20005211,0.046043027,hotdog
0.47496477,0.25284058,0.04805157,hotdog
0.2940682,0.23663513,0.024083158,hotdog
0.45205212,0.23815279,0.059822805,hotdog
0.38804188,0.18150663,0.03878145,hotdog
0.5852232,0.23621072,0.06542019,hotdog
0.60070395,0.2601974,0.05936627,hotdog
0.6772768,0.27309915,0.094602175,hotdog
0.5603726,0.26133355,0.08123779,hotdog
0.46351257,0.32242504,0.08107097,hotdog
