avg_brightness,contrast,sharpness,category
0.53124964,0.22127923,0.052257344,hotdog
0.36996353,0.22859725,0.054900073,hotdog
0.5397092,0.21981847,0.03575885,hotdog
0.30417565,0.22951783,0.046198957,hotdog
0.48219347,0.2879892,0.10028935,hotdog
0.49175906,0.23170353,0.046888053,hotdog
0.5757182,0.22642252,0.048042543,hotdog
0.54874337,0.24978352,0.081964105,hotdog
0.579708,0.255316,0.06572685,hotdog
0.48419723,0.27230027,0.05030878,hotdog
0.46555242,0.20574161,0.058846697,hotdog
0.40643343,0.24627884,0.049837306,hotdog
0.38305068,0.35261783,0.07598742,hotdog
0.52933955,0.24436566,0.04252685,hotdog
0.404361,0.2301766,0.048722103,hotdog
0.5095708,0.22346461,0.053399473,hotdog
0.49626985,0.2181178,0.046390098,hotdog
0.29761446,0.25297183,0.09786084,hotdog
0.38904345,0.23765008,0.039496303,hotdog
0.3930583,0.2615648,0.055749357,hotdog
0.37818372,0.2653879,0.058211464,hotdog
0.38995704,0.27818117,0.05401356,hotdog
0.5542967,0.29806268,0.07717917,hotdog
0.4418925,0.2426348,0.07012546,hotdog
0.38745508,0.27171013,0.056531474,hotdog
0.5225521,0.21464883,0.06454201,hotdog
0.38935128,0.29728252,0.050063234,hotdog
0.4920505,0.20730723,0.051271338,hotdog
0.50721246,0.28661478,0.11091329,hotdog
0.47341397,0.13007002,0.036759026,hotdog
0.38312897,0.24908628,0.039626822,hotdog
0.51062346,0.20251259,0.053742386,hotdog
0.46393636,0.18267417,0.03366754,hotdog
0.43291917,0.25610247,0.08531385,hotdog
0.6224797,0.2622279,0.065852195,hotdog
0.21732569,0.18413086,0.031605855,hotdog
0.47866198,0.28771865,0.09067652,hotdog
0.52645856,0.20705278,0.06855013,hotdog
0.3421158,0.25367853,0.04996234,hotdog
0.5363859,0.24782158,0.045376144,hotdog
0.4117024,0.2310779,0.043354817,hotdog
0.4639345,0.26125085,0.07569399,hotdog
0.46691814,0.29080158,0.06922297,hotdog
0.43597865,0.24565747,0.07879318,hotdog
0.37858167,0.20082347,0.038433783,hotdog
0.3526124,0.30244592,0.048164707,hotdog
0.52527314,0.2470641,0.062849365,hotdog
0.37876225,0.17509237,0.048445184,hotdog
0.34349048,0.18969823,0.04128108,hotdog
0.32977617,0.25917876,0.05317236,hotdog
0.31793484,0.27923846,0.07348155,hotdog
0.58928627,0.23952317,0.065465935,hotdog
0.5225966,0.27184257,0.04352744,hotdog
0.48104647,0.2446432,0.067488104,hotdog
0.4008281,0.2433654,0.052648082,hotdog
0.47661316,0.23198502,0.06974399,hotdog
0.2686307,0.2427803,0.02486708,hotdog
0.37352833,0.15737675,0.03099703,hotdog
0.5124882,0.22678775,0.047738004,hotdog
0.72547793,0.22711761,0.0526185,hotdog
0.44856748,0.22934864,0.050678346,hotdog
0.45672914,0.19599418,0.04939738,hotdog
0.44470552,0.2915523,0.04587515,hotdog
0.33714977,0.29020077,0.05301086,hotdog
0.49856845,0.23470594,0.057087675,hotdog
0.38821492,0.2907171,0.0986538,hotdog
0.49819398,0.2734509,0.078457974,hotdog
0.44891402,0.20279291,0.05283384,hotdog
0.42756453,0.3772288,0.04315395,hotdog
0.42683586,0.21813343,0.05366327,hotdog
0.6077822,0.23345153,0.07757642,hotdog
0.35490552,0.19486432,0.061439674,hotdog
0.32666,0.33035982,0.0417008,hotdog
0.42210987,0.29504147,0.057898454,hotdog
0.42595902,0.39687577,0.044381518,hotdog
0.39676055,0.22582456,0.05369235,hotdog
0.5194486,0.27923423,0.056427166,hotdog
0.6658748,0.25878993,0.055886514,hotdog
0.36212245,0.21830678,0.077762745,hotdog
0.44757465,0.26154447,0.03720624,hotdog
0.5011378,0.24570832,0.055171803,hotdog
0.53676397,0.23703751,0.056053214,hotdog
0.6376181,0.3110869,0.10538252,hotdog
0.43183675,0.20182697,0.060562536,hotdog
0.395408,0.26739904,0.06564245,hotdog
0.31934378,0.23178352,0.03350636,hotdog
0.58078474,0.26693234,0.045911387,hotdog
0.48422155,0.21941034,0.040968966,hotdog
0.4708022,0.20463522,0.04533647,hotdog
0.5040812,0.28370267,0.07025194,hotdog
0.44078788,0.22313914,0.066770494,hotdog
0.4001386,0.22660986,0.076313965,hotdog
0.55370086,0.2530587,0.061244886,hotdog
0.35675928,0.24321054,0.06813719,hotdog
0.51167554,0.25498965,0.04285154,hotdog
0.5968192,0.26889017,0.06356998,hotdog
0.3038051,0.21055044,0.07013141,hotdog
0.29412395,0.2848585,0.0767703,hotdog
0.5229943,0.34109315,0.039335802,hotdog
0.29816902,0.28851694,0.040757574,hotdog
0.4468064,0.2646051,0.053372346,hotdog
0.5188273,0.25509915,0.051532086,hotdog
0.39635858,0.2808427,0.04964134,hotdog
0.4374837,0.2432828,0.06333957,hotdog
0.4543468,0.24912728,0.043500647,hotdog
0.39957526,0.25093254,0.045082003,hotdog
0.58078474,0.26693234,0.045911387,hotdog
0.44019482,0.3220309,0.0602145,hotdog
0.4792819,0.2253462,0.042853203,hotdog
0.49951637,0.24907866,0.06622711,hotdog
0.50389916,0.28727219,0.054724,hotdog
0.39959446,0.34478742,0.041892104,hotdog
0.5140673,0.28303424,0.06057685,hotdog
0.52108,0.25249615,0.07295338,hotdog
0.43965265,0.2674497,0.08065489,hotdog
0.14792138,0.11424002,0.02465678,hotdog
0.46691814,0.29080158,0.06922297,hotdog
0.5647635,0.29287902,0.06634928,hotdog
0.35880646,0.24884254,0.08327726,hotdog
0.40718803,0.3149368,0.057935305,hotdog
0.5182392,0.20310162,0.036164418,hotdog
0.45125857,0.23513149,0.0617065,hotdog
0.3421158,0.25367853,0.04996234,hotdog
0.15485315,0.16428167,0.037292313,hotdog
0.5092115,0.18578129,0.050180383,hotdog
0.24797054,0.12860103,0.026161851,hotdog
0.4206117,0.25862435,0.089722954,hotdog
0.4272822,0.25318813,0.046279352,hotdog
0.48004198,0.17196885,0.04865513,hotdog
0.47784224,0.28018865,0.04185945,hotdog
0.43172446,0.2621887,0.035135914,hotdog
0.44090685,0.27666482,0.058866765,hotdog
0.3706387,0.25500122,0.043241877,hotdog
0.46739975,0.27824974,0.051728867,hotdog
0.349123,0.22376433,0.054828655,hotdog
0.5245777,0.2336128,0.052035484,hotdog
0.31793937,0.27915913,0.07342317,hotdog
0.39831176,0.34519583,0.05432041,hotdog
0.48005092,0.18358874,0.047827836,hotdog
0.37898874,0.23648834,0.065283924,hotdog
0.44787145,0.21764374,0.030829307,hotdog
0.4720075,0.22031201,0.05195958,hotdog
0.30762327,0.19174908,0.06190616,hotdog
0.64762074,0.27654517,0.059174232,hotdog
0.5864962,0.30076328,0.06086866,hotdog
0.37963894,0.34367067,0.08443655,hotdog
0.41367805,0.25190297,0.064517215,hotdog
0.5043767,0.17941663,0.04234065,hotdog
0.54336417,0.28734854,0.09530145,hotdog
0.33380535,0.1664688,0.024383835,hotdog
0.49210083,0.27813178,0.07914503,hotdog
0.5849512,0.24385066,0.05121809,hotdog
0.53240806,0.258394,0.06195385,hotdog
0.49245262,0.23421709,0.06334391,hotdog
0.37590238,0.2866136,0.099012345,hotdog
0.19815762,0.14931105,0.03755685,hotdog
0.5456508,0.27301913,0.05700526,hotdog
0.3776107,0.20582734,0.06341449,hotdog
0.54302496,0.29366606,0.07260354,hotdog
0.38246712,0.21964754,0.051319506,hotdog
0.47418177,0.28716037,0.092342526,hotdog
0.40173712,0.28212613,0.067252785,hotdog
0.41480517,0.2669096,0.033318862,hotdog
0.56090033,0.21566072,0.04624142,hotdog
0.32911453,0.20309438,0.06352627,hotdog
0.4915417,0.18460096,0.059205014,hotdog
0.47121966,0.28333735,0.06385276,hotdog
0.49616003,0.274593,0.090351,hotdog
0.434088,0.21982108,0.055838626,hotdog
0.4838122,0.27864492,0.04779582,hotdog
0.5942535,0.25802675,0.047434025,hotdog
0.64762074,0.27654517,0.059174232,hotdog
0.58301806,0.24614687,0.07906622,hotdog
0.4937404,0.25177258,0.060170446,hotdog
0.38995445,0.20781277,0.036781304,hotdog
0.41077077,0.29290366,0.113019615,hotdog
0.31786424,0.28018758,0.03574971,hotdog
0.72794485,0.27220362,0.03797567,hotdog
0.52649844,0.2746054,0.077390656,hotdog
0.59929377,0.24371214,0.044860736,hotdog
0.4596069,0.24970025,0.056752667,hotdog
0.4424356,0.28811598,0.09292589,hotdog
0.52292657,0.29947713,0.04575665,hotdog
0.3870596,0.25688824,0.09129962,hotdog
0.5012747,0.29200357,0.07689583,hotdog
0.6608469,0.2847183,0.077257074,hotdog
0.47148207,0.26989064,0.040090177,hotdog
0.52255243,0.21590781,0.0492154,hotdog
0.37710944,0.23624901,0.06552151,hotdog
0.38471362,0.3060445,0.062086243,hotdog
0.47195008,0.26793793,0.08201004,hotdog
0.46029064,0.23453456,0.06836935,hotdog
0.349123,0.22376433,0.054828655,hotdog
0.49959874,0.23462361,0.07628857,hotdog
0.43283272,0.2707057,0.07412835,hotdog
0.48467365,0.32738844,0.083230704,hotdog
0.3643665,0.21541038,0.029809425,hotdog
0.46759853,0.21484686,0.03465807,hotdog
0.33663437,0.27059937,0.08688882,hotdog
0.62958735,0.17442185,0.039786357,hotdog
0.3459054,0.31566396,0.044924777,hotdog
0.13499261,0.19731002,0.03724997,hotdog
0.40574983,0.3507877,0.025710285,hotdog
0.53124964,0.22127923,0.052257344,hotdog
0.30785313,0.22969113,0.036098517,hotdog
0.4074347,0.26674327,0.09562037,hotdog
0.33695844,0.21608584,0.02995689,hotdog
0.6350618,0.25137302,0.05431267,hotdog
0.42750823,0.27378368,0.09828812,hotdog
0.3872451,0.20232393,0.066524476,hotdog
0.19769414,0.23590639,0.0326343,hotdog
0.3662722,0.2950963,0.037777398,hotdog
0.40945354,0.22654632,0.041803747,hotdog
0.44683766,0.22782542,0.08118883,hotdog
0.4895825,0.24365559,0.08330566,hotdog
0.32578287,0.17999348,0.061737936,hotdog
0.44683766,0.22782542,0.08118883,hotdog
0.5700151,0.28236273,0.045127124,hotdog
0.42004195,0.27175757,0.08782163,hotdog
0.47563305,0.20511797,0.04789836,hotdog
0.44171545,0.21134913,0.06232001,hotdog
0.4067261,0.32331377,0.045459397,hotdog
0.4569482,0.1653332,0.059358194,hotdog
0.3649147,0.32459176,0.05529715,hotdog
0.42750823,0.27378368,0.09828812,hotdog
0.34445715,0.2102677,0.052389294,hotdog
0.2947576,0.25904408,0.06483744,hotdog
0.4738547,0.25645524,0.06955561,hotdog
0.35880646,0.24884254,0.08327726,hotdog
0.4683853,0.22497623,0.069740795,hotdog
0.5828489,0.27659968,0.043967187,hotdog
0.46039328,0.27039343,0.08519814,hotdog
0.4510946,0.31113175,0.11115669,hotdog
0.4275571,0.31552207,0.07147554,hotdog
0.49762475,0.1766367,0.059106607,hotdog
0.53184426,0.3315312,0.07158581,hotdog
0.48469314,0.15964796,0.03063009,hotdog
0.5394146,0.22148934,0.048672184,hotdog
0.49521485,0.29887313,0.0692519,hotdog
0.50832057,0.2911038,0.062850766,hotdog
0.6667265,0.2915567,0.07652556,hotdog
0.299152,0.28251705,0.05832764,hotdog
0.516713,0.26285818,0.058333203,hotdog
0.6399676,0.308609,0.036648314,hotdog
0.65828764,0.24519943,0.06990343,hotdog
0.36836338,0.24514104,0.048159387,hotdog
0.50194955,0.26122925,0.058738034,hotdog
0.37858167,0.20082347,0.038433783,hotdog
0.47195008,0.26793793,0.08201004,hotdog
0.33622172,0.30761656,0.116861545,hotdog
0.4569482,0.1653332,0.059358194,hotdog
0.6772768,0.27309915,0.094602175,hotdog
0.3784144,0.26014552,0.082636096,hotdog
0.69947904,0.16001517,0.046323583,hotdog
0.58104014,0.30650955,0.05383185,hotdog
0.4934678,0.320297,0.076978125,hotdog
0.37419954,0.274173,0.084979266,hotdog
0.25181273,0.20274809,0.046682082,hotdog
0.41392493,0.2730212,0.05383279,hotdog
0.4408654,0.2385756,0.06816379,hotdog
0.59643644,0.23720084,0.052943204,hotdog
0.4572444,0.37468562,0.15033457,hotdog
0.41146544,0.21061793,0.035847995,hotdog
0.46050525,0.25373843,0.036826886,hotdog
0.58928627,0.23952317,0.065465935,hotdog
0.36944246,0.24397306,0.04732482,hotdog
0.42637694,0.2218462,0.041280944,hotdog
0.49335065,0.30863193,0.045907423,hotdog
0.4771142,0.20597415,0.0532522,hotdog
0.67073447,0.3308885,0.059300646,hotdog
0.33355603,0.25127023,0.040251557,hotdog
0.45948613,0.24376558,0.053385172,hotdog
0.4738318,0.23043698,0.06453466,hotdog
0.37506938,0.32456046,0.08888154,hotdog
0.30098477,0.2912893,0.044833448,hotdog
0.41674244,0.32129905,0.040713027,hotdog
0.41655818,0.17622095,0.036276054,hotdog
0.43112934,0.22265759,0.058351867,hotdog
0.36648586,0.2808556,0.04683265,hotdog
0.48171878,0.32213128,0.108774565,hotdog
0.57208174,0.20182738,0.041366998,hotdog
0.43283272,0.2707057,0.07412835,hotdog
0.34900022,0.24893466,0.049922474,hotdog
0.39608037,0.17443787,0.0459688,hotdog
0.65625906,0.25886875,0.044264615,hotdog
0.42774448,0.2852833,0.08746637,hotdog
0.53564084,0.26121077,0.038902227,hotdog
0.3776107,0.20582734,0.06341449,hotdog
0.48349187,0.19109538,0.039307073,hotdog
0.48622575,0.32010582,0.07827341,hotdog
0.32655388,0.22490977,0.046254277,hotdog
0.46531585,0.23809825,0.03832948,hotdog
0.38513672,0.25425845,0.048738077,hotdog
0.5140549,0.22287098,0.04660146,hotdog
0.50194955,0.26122925,0.058738034,hotdog
0.40889755,0.33924595,0.073817365,hotdog
0.38993263,0.18204732,0.037688464,hotdog
0.4752097,0.33210188,0.05106632,hotdog
0.4964385,0.20210403,0.040050622,hotdog
0.5964009,0.3128651,0.037630964,hotdog
0.4975029,0.22041559,0.04530649,hotdog
0.5325652,0.24479371,0.07077953,hotdog
0.5982937,0.31805295,0.08336702,hotdog
0.8059843,0.25150508,0.033966355,hotdog
0.5441833,0.19913456,0.036285616,hotdog
0.44381535,0.24753262,0.04921915,hotdog
0.32404843,0.27993932,0.039051488,hotdog
0.5799416,0.18207933,0.052400626,hotdog
0.34730497,0.25404233,0.07147368,hotdog
0.32938537,0.2141537,0.029180668,hotdog
0.6658121,0.23417945,0.06709678,hotdog
0.45649996,0.2726982,0.086613856,hotdog
0.27885783,0.23443349,0.078276426,hotdog
0.36287022,0.28580734,0.072041646,hotdog
0.53222746,0.30268076,0.0541199,hotdog
0.35971078,0.21056332,0.047619745,hotdog
0.4456836,0.20376852,0.06494769,hotdog
0.39490655,0.2325585,0.081775114,hotdog
0.46328774,0.3184919,0.070517205,hotdog
0.59526366,0.2517655,0.048417494,hotdog
0.36263788,0.3269098,0.10945779,hotdog
0.43061194,0.19281653,0.043908313,hotdog
0.3687661,0.30268618,0.04975304,hotdog
0.52699614,0.26895264,0.08161935,hotdog
0.36371872,0.28289992,0.08256836,hotdog
0.42026058,0.29688197,0.105341636,hotdog
0.33622172,0.30761656,0.116861545,hotdog
0.5258946,0.21563992,0.042143628,hotdog
0.4104589,0.2503173,0.051440433,hotdog
0.3757013,0.22596045,0.057616055,hotdog
0.4673952,0.19814102,0.04813698,hotdog
0.27161154,0.25443214,0.059485912,hotdog
0.40301165,0.16099149,0.044143602,hotdog
0.43428805,0.2533732,0.032631516,hotdog
0.2788761,0.25656798,0.054231998,hotdog
0.4058365,0.26470926,0.073019266,hotdog
0.37587893,0.3059531,0.080025844,hotdog
0.48026696,0.25642723,0.07970251,hotdog
0.46301183,0.23788977,0.06873807,hotdog
0.54322976,0.20990156,0.06992861,hotdog
0.47833633,0.24907997,0.05797635,hotdog
0.64690614,0.2577208,0.064209335,hotdog
0.35490552,0.19486432,0.061439674,hotdog
0.33980533,0.32289156,0.053330097,hotdog
0.56112236,0.25689596,0.05149052,hotdog
0.5451362,0.17781903,0.040990096,hotdog
0.52511615,0.274994,0.070006326,hotdog
0.33531162,0.2711952,0.042373415,hotdog
0.44360313,0.20113936,0.04226081,hotdog
0.51198435,0.32899532,0.06315372,hotdog
0.44315585,0.21165618,0.02957846,hotdog
0.29415295,0.2800709,0.099043325,hotdog
0.5656544,0.2602077,0.069456786,hotdog
0.71755433,0.2666801,0.074910484,hotdog
0.5456967,0.27361426,0.06979879,hotdog
0.2615399,0.21915887,0.07024659,hotdog
0.44919845,0.2567034,0.049371358,hotdog
0.59672105,0.2135866,0.039791536,hotdog
0.45184302,0.19593361,0.04100009,hotdog
0.42748335,0.2165267,0.058189128,hotdog
0.47470525,0.21268377,0.046185516,hotdog
0.47328317,0.19477217,0.03864846,hotdog
0.47845936,0.2699119,0.087109715,hotdog
0.24969406,0.17790693,0.061053064,hotdog
0.47671735,0.2428594,0.06334003,hotdog
0.41480517,0.2669096,0.033318862,hotdog
0.19815762,0.14931105,0.03755685,hotdog
0.629257,0.1736338,0.0371819,hotdog
0.5437889,0.22788028,0.055611074,hotdog
0.43388245,0.25480807,0.052933283,hotdog
0.39608037,0.17443787,0.0459688,hotdog
0.5828511,0.2702547,0.060122006,hotdog
0.38383797,0.25387686,0.054457426,hotdog
0.7603434,0.3042193,0.045783516,hotdog
0.27827176,0.20053355,0.06088541,hotdog
0.46078515,0.23883253,0.05727738,hotdog
0.34673372,0.2472557,0.05601071,hotdog
0.5093315,0.1557035,0.04537615,hotdog
0.6985089,0.1842048,0.04651618,hotdog
0.47800884,0.25936237,0.048850365,hotdog
0.57434183,0.3432791,0.120420255,hotdog
0.51062346,0.20251259,0.053742386,hotdog
0.31775692,0.26711813,0.09900421,hotdog
0.53460306,0.27276972,0.06457503,hotdog
0.49209645,0.2816506,0.057756677,hotdog
0.61847746,0.1950458,0.0624832,hotdog
0.5049198,0.18800485,0.041680325,hotdog
0.4935031,0.25638112,0.039407264,hotdog
0.46176958,0.28150183,0.0734076,hotdog
0.36526743,0.27441913,0.052683156,hotdog
0.45780346,0.2065583,0.0384212,hotdog
0.272979,0.3222092,0.035369486,hotdog
0.48467365,0.32738844,0.083230704,hotdog
0.46480438,0.2540741,0.0725061,hotdog
0.41457126,0.19019137,0.058901113,hotdog
0.49067008,0.24850214,0.043562002,hotdog
0.48053977,0.22765616,0.0639965,hotdog
0.39878318,0.22550228,0.063617975,hotdog
0.4964385,0.20210403,0.040050622,hotdog
0.5491374,0.24803741,0.07465431,hotdog
0.40718803,0.3149368,0.057935305,hotdog
0.66058475,0.2600324,0.055562455,hotdog
0.3872451,0.20232393,0.066524476,hotdog
0.40173712,0.28212613,0.067252785,hotdog
0.44396916,0.27818453,0.041236464,hotdog
0.52108,0.25249615,0.07295338,hotdog
0.49702957,0.21373717,0.037502065,hotdog
0.28598198,0.30227467,0.07210216,hotdog
0.46363056,0.32852837,0.06108416,hotdog
0.515455,0.26167393,0.06962429,hotdog
0.44354793,0.2742093,0.04748186,hotdog
0.50077015,0.26984212,0.087526314,hotdog
0.46393636,0.18267417,0.03366754,hotdog
0.37262812,0.2382303,0.044518024,hotdog
0.44161978,0.33126715,0.050553575,hotdog
0.47301248,0.20293398,0.057824835,hotdog
0.2960429,0.2539404,0.037118085,hotdog
0.5087301,0.2627078,0.05757079,hotdog
0.47191653,0.26810524,0.082049504,hotdog
0.551219,0.24119404,0.054669354,hotdog
0.5237429,0.32353762,0.08338712,hotdog
0.48625532,0.2333036,0.04772277,hotdog
0.39708552,0.22141446,0.0510182,hotdog
0.27393976,0.28738287,0.036354735,hotdog
0.5605779,0.26446086,0.059533093,hotdog
0.3788651,0.27914914,0.08887675,hotdog
0.4869322,0.26245105,0.049070314,hotdog
0.5045853,0.20661637,0.06748619,hotdog
0.34635353,0.27846485,0.039562978,hotdog
0.49858478,0.28018916,0.078211926,hotdog
0.41822496,0.23508039,0.056940787,hotdog
0.4794164,0.27116567,0.069686815,hotdog
0.4931984,0.26288044,0.0699675,hotdog
0.45018566,0.29279605,0.050672267,hotdog
0.49384582,0.2867192,0.08183259,hotdog
0.38389096,0.2670525,0.061498456,hotdog
0.8049285,0.27426818,0.042060032,hotdog
0.6013625,0.37001923,0.13053328,hotdog
0.41674244,0.32129905,0.040713027,hotdog
0.30785313,0.22969113,0.036098517,hotdog
0.5561822,0.25419345,0.060830764,hotdog
0.45337817,0.2818172,0.08885566,hotdog
0.5455129,0.27458534,0.059075516,hotdog
0.5388444,0.26570863,0.04754011,hotdog
0.44172537,0.26532763,0.060036268,hotdog
0.44216463,0.24127974,0.04255333,hotdog
0.5513887,0.32596022,0.0761186,hotdog
0.5068403,0.30498508,0.07220605,hotdog
0.49263653,0.3085532,0.036290172,hotdog
0.31492224,0.28636506,0.0655632,hotdog
0.32929775,0.30465996,0.065567225,hotdog
0.74507266,0.2301604,0.053163107,hotdog
0.23869407,0.1703403,0.026572244,hotdog
0.42302528,0.27643228,0.04210843,hotdog
0.5425579,0.29542592,0.046587244,hotdog
0.529984,0.18674055,0.057404142,hotdog
0.4023143,0.19907822,0.0544505,hotdog
0.60275084,0.27907932,0.061878126,hotdog
0.32408017,0.19455147,0.030745655,hotdog
0.68908054,0.26008275,0.073666796,hotdog
0.4439143,0.31154683,0.09069621,hotdog
0.30361584,0.21186376,0.054834366,hotdog
0.5344046,0.31048444,0.04611862,hotdog
0.5881224,0.20930694,0.052710902,hotdog
0.43657994,0.30064756,0.114548326,hotdog
0.6890769,0.26018718,0.07367912,hotdog
0.5468202,0.23051915,0.050820354,hotdog
0.4708022,0.20463522,0.04533647,hotdog
0.44504058,0.15929055,0.030517207,nothotdog
0.5520614,0.26475433,0.03574258,nothotdog
0.41790357,0.3333863,0.108921714,nothotdog
0.5440709,0.330002,0.03709706,nothotdog
0.3653721,0.36555147,0.044307046,nothotdog
0.3894138,0.21559016,0.053322185,nothotdog
0.41533038,0.20790422,0.047043946,nothotdog
0.39938805,0.38223332,0.05366208,nothotdog
0.560533,0.24257593,0.026946131,nothotdog
0.39146116,0.26364595,0.08085755,nothotdog
0.5264094,0.27524322,0.09005185,nothotdog
0.43435952,0.25460732,0.056533284,nothotdog
0.38742545,0.19886407,0.017166091,nothotdog
0.2435046,0.13775723,0.03855352,nothotdog
0.5420293,0.32524267,0.05344572,nothotdog
0.46798298,0.24205758,0.053097326,nothotdog
0.38665605,0.2451401,0.03594274,nothotdog
0.37945232,0.32328543,0.048022132,nothotdog
0.26040122,0.2441543,0.07398719,nothotdog
0.3325513,0.216492,0.061634257,nothotdog
0.4078577,0.14305781,0.033227324,nothotdog
0.44812155,0.29973337,0.04893938,nothotdog
0.34194854,0.21315418,0.058051296,nothotdog
0.54069936,0.21467885,0.048878364,nothotdog
0.3931462,0.26354307,0.02716522,nothotdog
0.32624248,0.2689146,0.049515296,nothotdog
0.40847313,0.20406441,0.0340938,nothotdog
0.4273456,0.3246838,0.02460834,nothotdog
0.5724191,0.17765595,0.024471588,nothotdog
0.50377476,0.19237639,0.057759363,nothotdog
0.67753464,0.28941712,0.042612575,nothotdog
0.30991825,0.3173913,0.06443736,nothotdog
0.2858518,0.27878672,0.07499353,nothotdog
0.5074794,0.20422633,0.04400599,nothotdog
0.3803884,0.18445851,0.048967127,nothotdog
0.35137597,0.30385542,0.021993613,nothotdog
0.6213844,0.21752442,0.027809028,nothotdog
0.594324,0.29297322,0.070641786,nothotdog
0.42884707,0.23610055,0.064849176,nothotdog
0.35970762,0.2586589,0.04870711,nothotdog
0.56034094,0.3129706,0.085782096,nothotdog
0.49670544,0.23925726,0.031154368,nothotdog
0.42385852,0.25134706,0.0652861,nothotdog
0.49629655,0.26164484,0.061842687,nothotdog
0.46971527,0.2117319,0.033894297,nothotdog
0.45071408,0.15573244,0.023188852,nothotdog
0.6118447,0.21007654,0.042147882,nothotdog
0.49763405,0.22090879,0.038308896,nothotdog
0.41309226,0.18031435,0.05638711,nothotdog
0.42051792,0.23615746,0.043429922,nothotdog
0.34351566,0.2349969,0.07453083,nothotdog
0.395514,0.16821101,0.02329991,nothotdog
0.51899326,0.24692695,0.048336115,nothotdog
0.38073215,0.23917359,0.048628278,nothotdog
0.29278544,0.18507186,0.058155343,nothotdog
0.36935088,0.22480965,0.08159777,nothotdog
0.2708805,0.25304952,0.06337721,nothotdog
0.45727643,0.15995753,0.013710159,nothotdog
0.33994436,0.3023881,0.03570216,nothotdog
0.38286948,0.2684322,0.033221684,nothotdog
0.39405742,0.25414908,0.088076875,nothotdog
0.50454116,0.22508958,0.06037518,nothotdog
0.1215475,0.13006763,0.032986566,nothotdog
0.39331344,0.2032482,0.045714095,nothotdog
0.31799436,0.15450345,0.02424117,nothotdog
0.4090333,0.27689508,0.09878698,nothotdog
0.44902685,0.19234893,0.045443658,nothotdog
0.631899,0.22331889,0.057199255,nothotdog
0.36711442,0.29982412,0.04896587,nothotdog
0.47335255,0.2527777,0.08491704,nothotdog
0.46145055,0.32152185,0.04925008,nothotdog
0.4583453,0.29370102,0.08606811,nothotdog
0.652723,0.2889683,0.057239737,nothotdog
0.47382832,0.24515797,0.03428532,nothotdog
0.41708124,0.22036622,0.03004835,nothotdog
0.5842796,0.35578483,0.036389783,nothotdog
0.3772943,0.2390241,0.043171484,nothotdog
0.4970921,0.20105779,0.025735335,nothotdog
0.38333687,0.21354821,0.062127735,nothotdog
0.3981417,0.28024957,0.045268312,nothotdog
0.2617786,0.2593914,0.04504828,nothotdog
0.36925825,0.19374931,0.042520057,nothotdog
0.37593317,0.2735886,0.024051534,nothotdog
0.2774137,0.1636406,0.03911771,nothotdog
0.55485433,0.2308865,0.044613216,nothotdog
0.58973545,0.26474965,0.08343042,nothotdog
0.29725525,0.29092443,0.11859936,nothotdog
0.44039786,0.19557832,0.056526747,nothotdog
0.41167113,0.2203229,0.047632515,nothotdog
0.33329633,0.21388453,0.033535562,nothotdog
0.5591574,0.22173579,0.03824698,nothotdog
0.38241926,0.21734744,0.08704463,nothotdog
0.55510515,0.3001311,0.08213986,nothotdog
0.26652548,0.17922291,0.037215903,nothotdog
0.35637483,0.18470158,0.03992183,nothotdog
0.3399218,0.19986804,0.060124304,nothotdog
0.42083216,0.28968796,0.05767321,nothotdog
0.26781133,0.19920625,0.03685276,nothotdog
0.49464944,0.19660038,0.042132527,nothotdog
0.3649671,0.22101423,0.09155232,nothotdog
0.45375276,0.26923567,0.046909705,nothotdog
0.14873303,0.18855532,0.038416367,nothotdog
0.5027513,0.23436956,0.04104887,nothotdog
0.4157916,0.21426807,0.020195894,nothotdog
0.43190244,0.26386115,0.041924052,nothotdog
0.5167393,0.2878793,0.04857304,nothotdog
0.40636238,0.2531922,0.049398527,nothotdog
0.38172388,0.22384813,0.029798679,nothotdog
0.38349044,0.27909112,0.03543478,nothotdog
0.512919,0.2150265,0.07296439,nothotdog
0.6233522,0.18341982,0.033484433,nothotdog
0.34854832,0.19013749,0.07716114,nothotdog
0.42635265,0.22231501,0.07287015,nothotdog
0.508711,0.27981248,0.08083221,nothotdog
0.6745067,0.19447266,0.057114515,nothotdog
0.6240247,0.18989462,0.046602473,nothotdog
0.41649425,0.20916697,0.032139864,nothotdog
0.6220334,0.28575608,0.03550239,nothotdog
0.35550925,0.2553188,0.073279925,nothotdog
0.37736356,0.31875268,0.067012966,nothotdog
0.4520832,0.27016765,0.065487884,nothotdog
0.3503947,0.20272516,0.05738942,nothotdog
0.37523612,0.27672333,0.036078427,nothotdog
0.29355574,0.14709815,0.014466183,nothotdog
0.11344107,0.20492549,0.016357727,nothotdog
0.25279632,0.2477601,0.04247753,nothotdog
0.35582745,0.22992784,0.04733895,nothotdog
0.40278223,0.29323316,0.03598673,nothotdog
0.3500577,0.24556927,0.08816096,nothotdog
0.46343723,0.28175443,0.048439577,nothotdog
0.3393247,0.2297615,0.071451515,nothotdog
0.47957823,0.31979015,0.039689407,nothotdog
0.37502763,0.29302257,0.0431478,nothotdog
0.3467811,0.16189225,0.052168947,nothotdog
0.39610407,0.25828847,0.060171407,nothotdog
